card_id,card_name,card_set,rarity,tcg_holo_high,tcg_holo_mid,tcg_holo_market,tcg_holo_low,tcg_revhol_high,tcg_revhol_low,tcg_revhol_mid,tcg_revhol_market,tcg_first_ed_holo_high,tcg_first_ed_holo_mid,tcg_first_ed_holo_low,tcg_first_ed_holo_market,tcg_first_ed_normal_high,tcg_first_ed_normal_mid,tcg_first_ed_normal_low,tcg_first_ed_normal_market,tcg_normal_high,tcg_normal_mid,tcg_normal_low,tcg_normal_market,updated_at 
ecard1-69,Vileplume,Expedition Base Set,Rare,0,0,0,0,23.99,3.63,9.99,4.4,0,0,0,0,0,0,0,0,2.99,1.56,0.76,1.69,2024-04-03T20:32:45.914404Z
ex1-66,Ralts,Ruby & Sapphire,Common,0,0,0,0,5.29,2.67,3.02,2.7,0,0,0,0,0,0,0,0,1.94,0.54,0.25,0.55,2024-04-03T20:32:45.914404Z
ex6-73,Pidgey,FireRed & LeafGreen,Common,0,0,0,0,9.99,2.0,3.99,4.51,0,0,0,0,0,0,0,0,1.42,0.3,0.01,0.31,2024-04-03T20:32:45.914404Z
swsh4-73,Woobat,Vivid Voltage,Common,0,0,0,0,4.98,0.02,0.15,0.1,0,0,0,0,0,0,0,0,999.0,0.09,0.01,0.02,2024-04-03T20:32:45.914404Z
ex7-75,Sentret,Team Rocket Returns,Common,0,0,0,0,6.63,4.0,5.29,6.28,0,0,0,0,0,0,0,0,4.24,0.4,0.23,0.43,2024-04-03T20:32:45.914404Z
ecard3-43,Piloswine,Skyridge,Uncommon,0,0,0,0,24.58,16.98,19.68,10.49,0,0,0,0,0,0,0,0,7.99,3.58,2.55,3.2,2024-04-03T20:32:45.914404Z
sm10-67,Gastly,Unbroken Bonds,Common,0,0,0,0,1.24,0.25,0.48,0.45,0,0,0,0,0,0,0,0,1.41,0.25,0.1,0.23,2024-04-03T20:32:45.914404Z
dp1-78,Cleffa,Diamond & Pearl,Common,0,0,0,0,9.26,1.26,1.99,2.45,0,0,0,0,0,0,0,0,2.57,0.45,0.1,0.5,2024-04-03T20:32:45.914404Z
swsh1-77,Pincurchin,Sword & Shield,Common,0,0,0,0,4.98,0.06,0.21,0.18,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.03,2024-04-03T20:32:45.914404Z
dp4-70,Igglybuff,Great Encounters,Common,0,0,0,0,9.99,2.25,2.75,2.7,0,0,0,0,0,0,0,0,4.38,2.0,0.7,2.2,2024-04-03T20:32:45.914404Z
base1-78,Scoop Up,Base,Rare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,5.56,3.5,5.54,2024-04-03T20:32:45.914404Z
xy5-79,Meditite,Primal Clash,Common,0,0,0,0,2.5,0.19,0.42,0.28,0,0,0,0,0,0,0,0,5.0,0.15,0.03,0.12,2024-04-03T20:32:45.914404Z
ex10-76,Sunkern,Unseen Forces,Common,0,0,0,0,6.99,1.99,3.5,3.47,0,0,0,0,0,0,0,0,2.98,0.35,0.17,0.38,2024-04-03T20:32:45.914404Z
hgss4-74,Psyduck,HS—Triumphant,Common,0,0,0,0,25.4,10.99,22.57,22.5,0,0,0,0,0,0,0,0,5.67,0.4,0.22,0.43,2024-04-03T20:32:45.914404Z
ecard2-51,Growlithe,Aquapolis,Uncommon,0,0,0,0,37.95,21.43,29.69,26.75,0,0,0,0,0,0,0,0,22.35,10.48,9.5,13.91,2024-04-03T20:32:45.914404Z
dp2-70,Aipom,Mysterious Treasures,Common,0,0,0,0,8.5,0.38,0.63,0.99,0,0,0,0,0,0,0,0,8.99,0.25,0.09,0.28,2024-04-03T20:32:45.914404Z
ex4-78,Team Aqua Hideout,Team Magma vs Team Aqua,Uncommon,0,0,0,0,9.2,4.0,4.82,8.0,0,0,0,0,0,0,0,0,3.38,0.7,0.25,0.7,2024-04-03T20:32:45.914404Z
sm75-73,Salamence-GX,Dragon Majesty,Rare Rainbow,84.45,28.17,26.68,20.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.914404Z
sm9-80,Pupitar,Team Up,Uncommon,0,0,0,0,1.09,0.09,0.25,0.19,0,0,0,0,0,0,0,0,1.44,0.2,0.08,0.12,2024-04-03T20:32:45.914404Z
sm1-73,Passimian,Sun & Moon,Uncommon,0,0,0,0,1.95,0.04,0.21,0.14,0,0,0,0,0,0,0,0,5.0,0.1,0.02,0.06,2024-04-03T20:32:45.914404Z
xy3-64,Hawlucha-EX,Furious Fists,Rare Holo EX,8.98,2.97,2.98,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.914404Z
bw6-75,Houndoom,Dragons Exalted,Rare,0,0,0,0,3.6,0.89,2.16,2.23,0,0,0,0,0,0,0,0,11.0,0.97,0.45,1.09,2024-04-03T20:32:45.914404Z
pl3-72,Murkrow,Supreme Victors,Uncommon,0,0,0,0,2.12,0.58,0.9,0.97,0,0,0,0,0,0,0,0,1.46,0.44,0.19,0.44,2024-04-03T20:32:45.914404Z
ex2-69,Natu,Sandstorm,Common,0,0,0,0,3.81,0.62,2.05,2.29,0,0,0,0,0,0,0,0,2.06,0.42,0.19,0.42,2024-04-03T20:32:45.914404Z
smp-SM69,Buzzwole-GX,SM Black Star Promos,Promo,17.2,2.46,1.8,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.914404Z
xy2-87,Furfrou,Flashfire,Uncommon,0,0,0,0,2.35,0.34,0.5,0.5,0,0,0,0,0,0,0,0,5.0,0.2,0.07,0.19,2024-04-03T20:32:45.914404Z
gym2-81,Koga's Tangela,Gym Challenge,Common,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.914404Z
xy6-74,Altaria,Roaring Skies,Rare,0,0,0,0,1.99,0.45,0.89,0.77,0,0,0,0,0,0,0,0,3.0,0.4,0.19,0.36,2024-04-03T20:32:45.914404Z
xy1-78,Yveltal,XY,Rare,0,0,0,0,5.0,0.29,0.67,0.61,0,0,0,0,0,0,0,0,1.42,0.5,0.19,0.54,2024-04-03T20:32:45.914404Z
dp3-82,Charmander,Secret Wonders,Common,0,0,0,0,19.45,12.3,16.01,18.96,0,0,0,0,0,0,0,0,7.83,0.65,0.14,0.64,2024-04-03T20:32:45.914404Z
xy8-72,Swoobat,BREAKthrough,Uncommon,0,0,0,0,1.95,0.12,0.3,0.18,0,0,0,0,0,0,0,0,1.3,0.19,0.01,0.11,2024-04-03T20:32:45.914404Z
sm7-77,Medicham,Celestial Storm,Rare,0,0,0,0,1.0,0.18,0.4,0.33,0,0,0,0,0,0,0,0,1.36,0.25,0.14,0.17,2024-04-03T20:32:45.914404Z
base4-76,Goldeen,Base Set 2,Common,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.3,0.09,0.29,2024-04-03T20:32:45.914404Z
xy11-80,Klefki,Steam Siege,Uncommon,0,0,0,0,5.38,0.2,0.4,0.29,0,0,0,0,0,0,0,0,5.0,0.15,0.02,0.15,2024-04-03T20:32:45.914404Z
base5-74,Challenge!,Team Rocket,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.914404Z
xy10-74,Meowth,Fates Collide,Common,0,0,0,0,1.99,0.05,0.3,0.25,0,0,0,0,0,0,0,0,1.24,0.1,0.01,0.05,2024-04-03T20:32:45.915422Z
sm4-68,Registeel,Crimson Invasion,Rare,0,0,0,0,5.83,0.1,0.38,0.3,0,0,0,0,0,0,0,0,1.28,0.25,0.05,0.24,2024-04-03T20:32:45.915422Z
bw4-82,Regigigas-EX,Next Destinies,Rare Holo EX,11.54,7.15,6.98,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.915422Z
ex14-74,Cessation Crystal,Crystal Guardians,Uncommon,0,0,0,0,11.64,4.8,5.99,6.39,0,0,0,0,0,0,0,0,7.0,4.0,2.99,4.62,2024-04-03T20:32:45.915422Z
xyp-XY70,Tyrantrum-EX,XY Black Star Promos,Promo,12.38,8.5,9.76,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.915422Z
ecard1-70,Weezing,Expedition Base Set,Rare,0,0,0,0,18.99,5.9,7.23,9.65,0,0,0,0,0,0,0,0,4.99,1.52,0.75,1.67,2024-04-03T20:32:45.915422Z
dp3-83,Clefairy,Secret Wonders,Common,0,0,0,0,5.95,0.4,2.21,1.95,0,0,0,0,0,0,0,0,1.59,0.33,0.12,0.32,2024-04-03T20:32:45.915422Z
dp5-75,Starly,Majestic Dawn,Common,0,0,0,0,1.99,0.2,0.5,0.2,0,0,0,0,0,0,0,0,12.12,0.26,0.15,0.27,2024-04-03T20:32:45.915422Z
bwp-BW67,Ampharos,BW Black Star Promos,Promo,7.64,6.0,5.48,4.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.915422Z
swsh3-72,Lunatone,Darkness Ablaze,Uncommon,0,0,0,0,4.98,0.06,0.18,0.14,0,0,0,0,0,0,0,0,299.0,0.1,0.01,0.04,2024-04-03T20:32:45.915422Z
gym1-80,Lt. Surge's Magnemite,Gym Heroes,Common,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.915422Z
sm5-77,Darkrai ◇,Ultra Prism,Rare Prism Star,10.0,2.65,2.41,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.915422Z
xy2-88,Blacksmith,Flashfire,Uncommon,0,0,0,0,4.95,1.8,3.14,3.78,0,0,0,0,0,0,0,0,11.65,1.99,1.3,1.83,2024-04-03T20:32:45.915422Z
swshp-SWSH072,Vaporeon,SWSH Black Star Promos,Promo,19.99,1.8,1.43,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.915422Z
pl4-79,Treecko,Arceus,Common,0,0,0,0,4.12,0.89,1.84,4.0,0,0,0,0,0,0,0,0,1.47,0.27,0.05,0.35,2024-04-03T20:32:45.915422Z
ex5-70,Rhyhorn,Hidden Legends,Common,0,0,0,0,4.8,2.4,3.69,3.99,0,0,0,0,0,0,0,0,8.99,0.37,0.19,0.31,2024-04-03T20:32:45.915422Z
base4-77,Jigglypuff,Base Set 2,Common,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0.49,0.1,0.51,2024-04-03T20:32:45.915422Z
col1-78,Dual Ball,Call of Legends,Uncommon,0,0,0,0,6.13,0.47,1.0,0.99,0,0,0,0,0,0,0,0,3.0,0.34,0.15,0.39,2024-04-03T20:32:45.915422Z
bw6-76,Stunky,Dragons Exalted,Common,0,0,0,0,5.81,0.3,0.4,0.4,0,0,0,0,0,0,0,0,2.63,0.25,0.12,0.24,2024-04-03T20:32:45.915422Z
dp7-70,Pikachu,Stormfront,Common,0,0,0,0,23.75,16.99,20.36,16.75,0,0,0,0,0,0,0,0,4.47,1.63,0.5,1.84,2024-04-03T20:32:45.915422Z
ex9-77,Lanette's Net Search,Emerald,Uncommon,0,0,0,0,12.99,7.88,10.48,4.82,0,0,0,0,0,0,0,0,5.75,2.69,1.87,2.84,2024-04-03T20:32:45.915422Z
pl2-74,Nidorino,Rising Rivals,Common,0,0,0,0,6.21,0.93,1.49,1.78,0,0,0,0,0,0,0,0,3.86,0.25,0.1,0.25,2024-04-03T20:32:45.915422Z
ex1-67,Ralts,Ruby & Sapphire,Common,0,0,0,0,9.4,2.51,3.51,6.99,0,0,0,0,0,0,0,0,1.47,0.64,0.25,0.7,2024-04-03T20:32:45.915422Z
sm7-78,Baltoy,Celestial Storm,Common,0,0,0,0,2.0,0.13,0.26,0.24,0,0,0,0,0,0,0,0,5.0,0.15,0.02,0.09,2024-04-03T20:32:45.915422Z
ex12-81,Rainbow Energy,Legend Maker,Rare,0,0,0,0,28.95,5.58,9.25,7.6,0,0,0,0,0,0,0,0,4.97,1.39,0.7,1.85,2024-04-03T20:32:45.915422Z
ex6-74,Pikachu,FireRed & LeafGreen,Common,0,0,0,0,44.95,25.0,35.54,33.98,0,0,0,0,0,0,0,0,28.99,2.43,1.46,2.23,2024-04-03T20:32:45.915422Z
neo2-70,Weedle,Neo Discovery,Common,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.915422Z
hgss2-78,Judge,HS—Unleashed,Uncommon,0,0,0,0,12.95,9.49,10.99,9.03,0,0,0,0,0,0,0,0,6.99,5.18,3.99,5.76,2024-04-03T20:32:45.915422Z
base1-79,Super Energy Removal,Base,Rare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98,2.49,1.0,2.25,2024-04-03T20:32:45.915422Z
xy9-69,Gabite,BREAKpoint,Uncommon,0,0,0,0,1.95,0.2,0.43,0.32,0,0,0,0,0,0,0,0,1.31,0.2,0.05,0.17,2024-04-03T20:32:45.915422Z
ex3-78,Trapinch,Dragon,Common,0,0,0,0,9.99,1.75,2.77,2.54,0,0,0,0,0,0,0,0,1.35,0.33,0.13,0.34,2024-04-03T20:32:45.915422Z
dp4-71,Illumise,Great Encounters,Common,0,0,0,0,5.98,0.48,1.24,0.99,0,0,0,0,0,0,0,0,8.99,0.34,0.13,0.34,2024-04-03T20:32:45.915422Z
bw10-84,Professor Juniper,Plasma Blast,Uncommon,0,0,0,0,1.56,0.33,0.68,0.41,0,0,0,0,0,0,0,0,1.35,0.27,0.09,0.26,2024-04-03T20:32:45.915422Z
xy4-71,Diancie,Phantom Forces,Rare Holo,2.07,1.19,1.18,0.5,8.18,0.7,1.27,1.23,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.915422Z
xy1-79,Yveltal-EX,XY,Rare Holo EX,8.18,4.15,6.02,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.915422Z
sm35-68,Ultra Ball,Shining Legends,Uncommon,0,0,0,0,4.25,0.25,0.58,0.59,0,0,0,0,0,0,0,0,1.36,0.25,0.12,0.22,2024-04-03T20:32:45.915422Z
bw8-76,Riolu,Plasma Storm,Common,0,0,0,0,3.0,0.5,1.18,0.73,0,0,0,0,0,0,0,0,3.0,0.25,0.11,0.24,2024-04-03T20:32:45.915422Z
dp2-71,Aron,Mysterious Treasures,Common,0,0,0,0,4.99,1.89,3.0,3.51,0,0,0,0,0,0,0,0,4.24,0.65,0.28,0.67,2024-04-03T20:32:45.915422Z
ex10-77,Teddiursa,Unseen Forces,Common,0,0,0,0,15.0,7.95,10.99,9.84,0,0,0,0,0,0,0,0,2.06,0.32,0.18,0.29,2024-04-03T20:32:45.915422Z
ex7-76,Slowpoke,Team Rocket Returns,Common,0,0,0,0,34.59,21.16,30.06,26.84,0,0,0,0,0,0,0,0,11.42,0.57,0.28,0.61,2024-04-03T20:32:45.915422Z
ecard2-52,Magnemite,Aquapolis,Uncommon,0,0,0,0,18.97,7.99,13.98,12.62,0,0,0,0,0,0,0,0,5.83,5.03,3.83,5.46,2024-04-03T20:32:45.915422Z
xy7-78,Lysandre,Ancient Origins,Uncommon,0,0,0,0,2.9,0.2,0.5,0.43,0,0,0,0,0,0,0,0,1.27,0.25,0.01,0.18,2024-04-03T20:32:45.915422Z
pl1-78,Kricketot,Platinum,Common,0,0,0,0,4.72,0.4,0.8,0.75,0,0,0,0,0,0,0,0,3.33,0.25,0.1,0.23,2024-04-03T20:32:45.915422Z
bw3-72,Golurk,Noble Victories,Rare,0,0,0,0,1.99,0.79,1.02,0.96,0,0,0,0,0,0,0,0,1.27,1.0,0.49,0.97,2024-04-03T20:32:45.915422Z
sm11-73,Exeggcute,Unified Minds,Common,0,0,0,0,4.99,0.09,0.29,0.29,0,0,0,0,0,0,0,0,4.99,0.15,0.02,0.05,2024-04-03T20:32:45.915422Z
ex4-79,Team Aqua Technical Machine 01,Team Magma vs Team Aqua,Uncommon,0,0,0,0,5.99,1.05,3.21,1.02,0,0,0,0,0,0,0,0,4.58,0.91,0.43,0.87,2024-04-03T20:32:45.915422Z
xy6-75,Rayquaza-EX,Roaring Skies,Rare Holo EX,33.0,6.0,5.95,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.915422Z
bw7-79,Sandslash,Boundaries Crossed,Uncommon,0,0,0,0,1.49,0.32,0.81,0.81,0,0,0,0,0,0,0,0,3.83,0.34,0.2,0.42,2024-04-03T20:32:45.915422Z
sm1-74,Sandygast,Sun & Moon,Common,0,0,0,0,2.58,0.1,0.23,0.19,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.03,2024-04-03T20:32:45.915422Z
pl3-73,Ninjask,Supreme Victors,Uncommon,0,0,0,0,1.0,0.45,0.85,0.86,0,0,0,0,0,0,0,0,4.85,0.5,0.33,0.54,2024-04-03T20:32:45.915422Z
smp-SM70,Shining Ho-Oh,SM Black Star Promos,Promo,25.0,7.0,6.22,4.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.915422Z
sm10-68,Gastly,Unbroken Bonds,Common,0,0,0,0,1.1,0.1,0.34,0.36,0,0,0,0,0,0,0,0,1.3,0.12,0.03,0.08,2024-04-03T20:32:45.915422Z
base6-72,Dratini,Legendary Collection,Common,0,0,0,0,120.0,62.19,109.0,71.83,0,0,0,0,0,0,0,0,3.99,0.6,0.19,0.71,2024-04-03T20:32:45.915422Z
sm75-74,White Kyurem-GX,Dragon Majesty,Rare Rainbow,27.49,20.53,18.57,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.915422Z
bw11-81,Gallade,Legendary Treasures,Rare,0,0,0,0,4.23,0.76,1.49,2.73,0,0,0,0,0,0,0,0,4.52,0.35,0.22,0.37,2024-04-03T20:32:45.915422Z
xy3-65,Drapion,Furious Fists,Rare,0,0,0,0,12.12,0.3,0.51,0.82,0,0,0,0,0,0,0,0,3.33,0.3,0.06,0.24,2024-04-03T20:32:45.915422Z
sm12-78,Natu,Cosmic Eclipse,Common,0,0,0,0,1.36,0.13,0.25,0.17,0,0,0,0,0,0,0,0,1.26,0.1,0.01,0.09,2024-04-03T20:32:45.915422Z
bw9-78,Hydreigon,Plasma Freeze,Rare Holo,5.0,2.91,3.15,1.96,9.63,2.2,2.43,5.79,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.915422Z
hgss3-76,Ruins of Alph,HS—Undaunted,Uncommon,0,0,0,0,2.5,0.49,0.72,0.69,0,0,0,0,0,0,0,0,3.0,0.25,0.09,0.24,2024-04-03T20:32:45.915422Z
sm3-74,Crabominable,Burning Shadows,Rare,0,0,0,0,3.49,0.04,0.25,0.14,0,0,0,0,0,0,0,0,5.0,0.23,0.05,0.12,2024-04-03T20:32:45.915422Z
sm9-81,Pancham,Team Up,Common,0,0,0,0,1.17,0.23,0.3,0.28,0,0,0,0,0,0,0,0,1.44,0.15,0.04,0.14,2024-04-03T20:32:45.915422Z
bw1-75,Klang,Black & White,Uncommon,0,0,0,0,2.22,0.58,1.0,1.0,0,0,0,0,0,0,0,0,1.44,0.29,0.2,0.29,2024-04-03T20:32:45.915422Z
ecard3-44,Starmie,Skyridge,Uncommon,0,0,0,0,30.0,19.99,20.67,,0,0,0,0,0,0,0,0,8.9,5.34,2.99,4.92,2024-04-03T20:32:45.915422Z
swsh1-78,Morpeko,Sword & Shield,Rare,0,0,0,0,4.98,0.2,0.4,0.39,0,0,0,0,0,0,0,0,4.98,0.25,0.05,0.22,2024-04-03T20:32:45.915422Z
bw2-70,Ferroseed,Emerging Powers,Common,0,0,0,0,2.0,0.57,0.7,0.63,0,0,0,0,0,0,0,0,5.81,0.25,0.16,0.24,2024-04-03T20:32:45.915422Z
dp1-79,Combee,Diamond & Pearl,Common,0,0,0,0,1.97,0.25,0.67,1.49,0,0,0,0,0,0,0,0,1.37,0.25,0.03,0.23,2024-04-03T20:32:45.915422Z
ex2-70,Omanyte,Sandstorm,Common,0,0,0,0,4.0,1.48,2.71,2.61,0,0,0,0,0,0,0,0,1.99,0.44,0.2,0.42,2024-04-03T20:32:45.915422Z
ex8-76,Spoink,Deoxys,Common,0,0,0,0,10.12,4.99,5.96,9.0,0,0,0,0,0,0,0,0,3.0,0.25,0.1,0.15,2024-04-03T20:32:45.915422Z
sm6-72,Zygarde,Forbidden Light,Rare,0,0,0,0,2.33,0.15,0.42,0.31,0,0,0,0,0,0,0,0,1.42,0.29,0.2,0.25,2024-04-03T20:32:45.915422Z
sm2-74,Lycanroc-GX,Guardians Rising,Rare Holo GX,7.26,1.74,1.34,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.915422Z
g1-65,Max Revive,Generations,Uncommon,0,0,0,0,3.05,0.15,0.36,0.28,0,0,0,0,0,0,0,0,3.87,0.25,0.1,0.17,2024-04-03T20:32:45.915422Z
ex15-66,Taillow δ,Dragon Frontiers,Common,0,0,0,0,3.47,0.99,2.13,2.44,0,0,0,0,0,0,0,0,1.99,0.28,0.15,0.24,2024-04-03T20:32:45.915422Z
ex13-78,Pikachu,Holon Phantoms,Common,0,0,0,0,44.0,21.27,34.3,39.16,0,0,0,0,0,0,0,0,6.35,2.25,0.69,2.28,2024-04-03T20:32:45.915422Z
xy12-73,Blastoise Spirit Link,Evolutions,Uncommon,0,0,0,0,3.0,0.2,0.69,0.75,0,0,0,0,0,0,0,0,11.5,0.13,0.01,0.11,2024-04-03T20:32:45.915422Z
bw5-71,Zoroark,Dark Explorers,Rare,0,0,0,0,2.14,0.94,1.9,2.0,0,0,0,0,0,0,0,0,6.2,0.91,0.64,0.97,2024-04-03T20:32:45.915422Z
swsh2-73,Morpeko,Rebel Clash,Uncommon,0,0,0,0,4.98,0.09,0.29,0.28,0,0,0,0,0,0,0,0,5.0,0.15,0.03,0.11,2024-04-03T20:32:45.915422Z
gym2-82,Koga's Weedle,Gym Challenge,Common,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.915422Z
neo4-78,Porygon,Neo Destiny,Common,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.915422Z
hgss4-75,Shuppet,HS—Triumphant,Common,0,0,0,0,5.91,0.36,0.58,0.53,0,0,0,0,0,0,0,0,2.18,0.25,0.13,0.28,2024-04-03T20:32:45.915422Z
sma-SV71,Guzzlord-GX,Hidden Fates Shiny Vault,Rare Shiny GX,9.05,6.4,6.14,3.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.915422Z
dp6-76,Unown [J],Legends Awakened,Uncommon,0,0,0,0,5.99,1.49,3.0,2.66,0,0,0,0,0,0,0,0,2.97,1.14,0.25,1.38,2024-04-03T20:32:45.915422Z
hgss1-84,Staryu,HeartGold & SoulSilver,Common,0,0,0,0,2.27,0.43,1.38,1.49,0,0,0,0,0,0,0,0,1.42,0.33,0.2,0.31,2024-04-03T20:32:45.915422Z
sm8-74,Lanturn,Lost Thunder,Rare,0,0,0,0,1.58,0.22,0.5,0.41,0,0,0,0,0,0,0,0,1.78,0.39,0.25,0.33,2024-04-03T20:32:45.915422Z
xy5-80,Medicham,Primal Clash,Rare Holo,2.0,0.5,0.41,0.25,2.33,0.3,0.7,0.47,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.915422Z
ex11-76,Marill,Delta Species,Common,0,0,0,0,8.97,3.21,4.99,4.01,0,0,0,0,0,0,0,0,1.99,0.4,0.12,0.42,2024-04-03T20:32:45.915422Z
ex16-70,Wynaut,Power Keepers,Common,0,0,0,0,4.99,2.41,4.47,4.47,0,0,0,0,0,0,0,0,2.92,0.35,0.1,0.35,2024-04-03T20:32:45.915422Z
xy8-73,Elgyem,BREAKthrough,Common,0,0,0,0,1.95,0.15,0.4,0.32,0,0,0,0,0,0,0,0,1.28,0.19,0.01,0.18,2024-04-03T20:32:45.915422Z
neo1-71,Sentret,Neo Genesis,Common,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.915422Z
swsh4-74,Swoobat,Vivid Voltage,Uncommon,0,0,0,0,999.0,0.05,0.15,0.09,0,0,0,0,0,0,0,0,999.0,0.1,0.01,0.03,2024-04-03T20:32:45.915422Z
dp5-76,Stunky,Majestic Dawn,Common,0,0,0,0,8.12,0.39,0.64,0.5,0,0,0,0,0,0,0,0,1.36,0.26,0.14,0.27,2024-04-03T20:32:45.915422Z
pl2-75,Nuzleaf,Rising Rivals,Common,0,0,0,0,1.89,0.35,0.72,0.99,0,0,0,0,0,0,0,0,1.37,0.25,0.15,0.25,2024-04-03T20:32:45.915422Z
gym1-81,Lt. Surge's Pikachu,Gym Heroes,Common,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.915422Z
sm4-69,Escavalier,Crimson Invasion,Rare,0,0,0,0,2.85,0.14,0.25,0.2,0,0,0,0,0,0,0,0,2.19,0.23,0.07,0.12,2024-04-03T20:32:45.915422Z
xy2-88a,Blacksmith,Flashfire,Rare Ultra,,,,,,,,,,,,,,,,,,,,,2024-04-03T20:32:45.915422Z
swshp-SWSH073,Sobble,SWSH Black Star Promos,Promo,5.98,0.69,0.64,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.915422Z
sm7-79,Claydol,Celestial Storm,Rare,0,0,0,0,1.81,0.33,0.5,0.35,0,0,0,0,0,0,0,0,1.41,0.25,0.1,0.21,2024-04-03T20:32:45.915422Z
base6-73,Drowzee,Legendary Collection,Common,0,0,0,0,60.0,34.99,43.89,41.99,0,0,0,0,0,0,0,0,5.92,0.49,0.19,0.42,2024-04-03T20:32:45.915422Z
xy12-74,Brock's Grit,Evolutions,Uncommon,0,0,0,0,2.0,0.06,0.25,0.23,0,0,0,0,0,0,0,0,5.0,0.14,0.01,0.09,2024-04-03T20:32:45.915422Z
xy11-81,Xerneas,Steam Siege,Rare Holo,35.0,0.45,0.44,0.12,3.85,0.25,0.51,0.46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.915422Z
base1-80,Defender,Base,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.67,0.19,0.67,2024-04-03T20:32:45.915422Z
sm8-75,Mareep,Lost Thunder,Common,0,0,0,0,3.0,0.76,1.44,1.74,0,0,0,0,0,0,0,0,2.99,0.55,0.25,0.49,2024-04-03T20:32:45.915422Z
sm75-75,Dragon Talon,Dragon Majesty,Rare Secret,14.99,7.63,6.94,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.915422Z
sm11-74,Exeggutor,Unified Minds,Rare,0,0,0,0,1.19,0.15,0.4,0.35,0,0,0,0,0,0,0,0,1.36,0.25,0.14,0.19,2024-04-03T20:32:45.915422Z
xy10-75,Kangaskhan,Fates Collide,Uncommon,0,0,0,0,2.39,0.19,0.34,0.33,0,0,0,0,0,0,0,0,2.49,0.16,0.05,0.15,2024-04-03T20:32:45.915422Z
ecard3-45,Wobbuffet,Skyridge,Uncommon,0,0,0,0,29.95,19.5,21.13,16.38,0,0,0,0,0,0,0,0,9.99,5.08,2.5,5.08,2024-04-03T20:32:45.915422Z
col1-79,Interviewer's Questions,Call of Legends,Uncommon,0,0,0,0,4.73,0.5,1.0,1.0,0,0,0,0,0,0,0,0,1.79,0.25,0.09,0.22,2024-04-03T20:32:45.915422Z
