card_id,card_name,card_set,rarity,card_print_number,set_printed_total,tcg_holo_high,tcg_holo_mid,tcg_holo_market,tcg_holo_low,tcg_revhol_high,tcg_revhol_low,tcg_revhol_mid,tcg_revhol_market,tcg_first_ed_holo_high,tcg_first_ed_holo_mid,tcg_first_ed_holo_low,tcg_first_ed_holo_market,tcg_first_ed_normal_high,tcg_first_ed_normal_mid,tcg_first_ed_normal_low,tcg_first_ed_normal_market,tcg_normal_high,tcg_normal_mid,tcg_normal_low,tcg_normal_market,updated_at 
bw6-117,Blend Energy GrassFirePsychicDarkness,Dragons Exalted,Uncommon,117,124,0,0,0,0,17.5,4.14,8.86,7.14,0,0,0,0,0,0,0,0,15.73,3.32,2.25,3.33,2024-04-04T19:13:21.832729Z
swsh3-111,Hoopa,Darkness Ablaze,Rare Holo,111,189,4.98,0.27,0.18,0.09,4.98,0.1,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
swsh4-116,Beldum,Vivid Voltage,Common,116,185,0,0,0,0,15.0,0.03,0.15,0.12,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.02,2024-04-04T19:13:21.832729Z
xy3-109,Battle Reporter,Furious Fists,Rare Ultra,109,111,19.99,7.44,9.45,3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
xy9-109,Puzzle of Time,BREAKpoint,Uncommon,109,122,0,0,0,0,9.99,0.18,0.5,0.37,0,0,0,0,0,0,0,0,3.0,0.26,0.06,0.26,2024-04-04T19:13:21.832729Z
bw9-121,Max Potion,Plasma Freeze,Rare Secret,121,116,54.99,29.28,32.51,23.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
sm4-106,Kartana-GX,Crimson Invasion,Rare Ultra,106,111,10.0,2.49,2.02,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
xyp-XY114,Darkrai,XY Black Star Promos,Promo,XY114,211,14.99,6.41,6.58,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
sm1-117,Energy Switch,Sun & Moon,Uncommon,117,149,0,0,0,0,1.24,0.05,0.25,0.17,0,0,0,0,0,0,0,0,1.3,0.15,0.02,0.09,2024-04-04T19:13:21.832729Z
sm10-114,Sandile,Unbroken Bonds,Common,114,214,0,0,0,0,1.0,0.09,0.25,0.19,0,0,0,0,0,0,0,0,1.14,0.18,0.01,0.15,2024-04-04T19:13:21.832729Z
xy4-113,Manectric-EX,Phantom Forces,Rare Ultra,113,119,15.65,5.97,5.67,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
xy8-115,Doduo,BREAKthrough,Common,115,162,0,0,0,0,2.65,0.16,0.3,0.3,0,0,0,0,0,0,0,0,2.0,0.19,0.04,0.17,2024-04-04T19:13:21.832729Z
ecard2-94,Miltank,Aquapolis,Common,94,147,0,0,0,0,12.34,3.95,6.5,17.07,0,0,0,0,0,0,0,0,4.97,1.89,0.92,1.93,2024-04-04T19:13:21.832729Z
xy3-110,Fossil Researcher,Furious Fists,Rare Ultra,110,111,23.95,10.52,10.54,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
sm7-118,Loudred,Celestial Storm,Uncommon,118,168,0,0,0,0,1.45,0.1,0.31,0.24,0,0,0,0,0,0,0,0,1.24,0.25,0.05,0.22,2024-04-04T19:13:21.832729Z
g1-RC31,M Gardevoir-EX,Generations,Rare Ultra,RC31,83,30.0,16.98,20.62,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
bw11-RC11,Meloetta-EX,Legendary Treasures,Rare,RC11,113,17.89,2.6,2.01,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
xy10-113,Ultra Ball,Fates Collide,Uncommon,113,124,0,0,0,0,4.99,0.47,0.76,0.77,0,0,0,0,0,0,0,0,3.0,0.25,0.05,0.19,2024-04-04T19:13:21.832729Z
bw9-122,Ultra Ball,Plasma Freeze,Rare Secret,122,116,1000.0,999.99,229.83,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
gym1-130,Lightning Energy,Gym Heroes,,130,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
sm3-115,Guzma,Burning Shadows,Uncommon,115,147,0,0,0,0,2.49,0.87,1.28,1.33,0,0,0,0,0,0,0,0,5.0,1.08,0.77,1.05,2024-04-04T19:13:21.832729Z
gym2-124,Fervor,Gym Challenge,Common,124,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
sm8-118,Alolan Meowth,Lost Thunder,Common,118,214,0,0,0,0,1.5,0.2,0.35,0.33,0,0,0,0,0,0,0,0,5.0,0.2,0.05,0.16,2024-04-04T19:13:21.832729Z
bw8-115,Rufflet,Plasma Storm,Common,115,135,0,0,0,0,3.0,0.25,0.44,0.34,0,0,0,0,0,0,0,0,3.0,0.25,0.12,0.23,2024-04-04T19:13:21.832729Z
ex10-D,Unown,Unseen Forces,Rare,D,115,21.05,17.01,17.58,9.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
dp2-114,Quick Ball,Mysterious Treasures,Uncommon,114,123,0,0,0,0,11.0,3.47,5.0,3.13,0,0,0,0,0,0,0,0,4.99,0.69,0.3,0.62,2024-04-04T19:13:21.832729Z
swsh3-112,Nickit,Darkness Ablaze,Common,112,189,0,0,0,0,4.98,0.03,0.16,0.13,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.04,2024-04-04T19:13:21.832729Z
bw6-118,Blend Energy WaterLightningFightingMetal,Dragons Exalted,Uncommon,118,124,0,0,0,0,999.99,6.48,10.36,11.43,0,0,0,0,0,0,0,0,19.95,6.25,2.68,6.05,2024-04-04T19:13:21.832729Z
base4-121,Poké Ball,Base Set 2,Common,121,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.25,0.05,0.24,2024-04-04T19:13:21.832729Z
sm12-120,Pangoro,Cosmic Eclipse,Uncommon,120,236,0,0,0,0,0.99,0.2,0.32,0.3,0,0,0,0,0,0,0,0,1.0,0.19,0.07,0.12,2024-04-04T19:13:21.832729Z
xy9-110,Reverse Valley,BREAKpoint,Uncommon,110,122,0,0,0,0,1.99,0.08,0.49,0.49,0,0,0,0,0,0,0,0,1.24,0.2,0.04,0.15,2024-04-04T19:13:21.832729Z
sm11-115,Riolu,Unified Minds,Common,115,236,0,0,0,0,4.99,0.15,0.34,0.44,0,0,0,0,0,0,0,0,5.0,0.2,0.05,0.14,2024-04-04T19:13:21.832729Z
pl1-120,Skull Fossil,Platinum,Common,120,127,0,0,0,0,2.46,0.43,0.65,0.49,0,0,0,0,0,0,0,0,1.65,0.26,0.12,0.27,2024-04-04T19:13:21.832729Z
ecard3-83,Nidorina,Skyridge,Common,83,144,0,0,0,0,31.0,23.9,29.19,2.14,0,0,0,0,0,0,0,0,12.84,4.56,3.34,3.94,2024-04-04T19:13:21.832729Z
dp1-120,Empoleon LV.X,Diamond & Pearl,Rare Holo LV.X,120,130,53.5,32.75,42.84,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
sm4-107,Alolan Exeggutor-GX,Crimson Invasion,Rare Ultra,107,111,6.99,2.78,2.44,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
sm5-118,Ancient Crystal,Ultra Prism,Uncommon,118,156,0,0,0,0,1.95,0.06,0.3,0.25,0,0,0,0,0,0,0,0,1.24,0.19,0.02,0.12,2024-04-04T19:13:21.832729Z
xy1-120,Max Revive,XY,Uncommon,120,146,0,0,0,0,5.83,0.19,0.42,0.71,0,0,0,0,0,0,0,0,1.26,0.23,0.04,0.15,2024-04-04T19:13:21.832729Z
sm9-125,Meowth,Team Up,Common,125,181,0,0,0,0,1.0,0.2,0.4,0.42,0,0,0,0,0,0,0,0,1.4,0.15,0.04,0.1,2024-04-04T19:13:21.832729Z
dp3-129,Darkness Energy,Secret Wonders,Uncommon,129,132,0,0,0,0,3.0,0.45,1.0,1.0,0,0,0,0,0,0,0,0,1.49,0.69,0.39,0.63,2024-04-04T19:13:21.832729Z
swsh4-117,Metang,Vivid Voltage,Uncommon,117,185,0,0,0,0,4.98,0.02,0.18,0.1,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.03,2024-04-04T19:13:21.832729Z
smp-SM118,Lycanroc,SM Black Star Promos,Promo,SM118,248,5.0,2.69,2.51,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
swsh1-119,Galarian Obstagoon,Sword & Shield,Rare Holo,119,202,4.98,0.28,0.28,0.14,4.99,0.2,0.43,0.44,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
pl3-118,Pachirisu,Supreme Victors,Common,118,147,0,0,0,0,1.32,0.62,0.79,1.96,0,0,0,0,0,0,0,0,5.85,0.26,0.18,0.23,2024-04-04T19:13:21.832729Z
dp6-122,Staryu,Legends Awakened,Common,122,146,0,0,0,0,2.49,0.99,1.01,0.65,0,0,0,0,0,0,0,0,0.99,0.25,0.1,0.23,2024-04-04T19:13:21.832729Z
xy5-129,Fresh Water Set,Primal Clash,Uncommon,129,160,0,0,0,0,1.95,0.17,0.34,0.32,0,0,0,0,0,0,0,0,1.3,0.19,0.03,0.11,2024-04-04T19:13:21.832729Z
ex1-109,Lightning Energy,Ruby & Sapphire,Common,109,109,0,0,0,0,24.95,3.0,6.93,5.44,0,0,0,0,0,0,0,0,1.2,0.25,0.1,0.25,2024-04-04T19:13:21.832729Z
sm2-120,Brooklet Hill,Guardians Rising,Uncommon,120,145,0,0,0,0,2.44,0.37,0.65,0.65,0,0,0,0,0,0,0,0,5.0,0.38,0.06,0.33,2024-04-04T19:13:21.832729Z
sm6-109,Lady,Forbidden Light,Uncommon,109,131,0,0,0,0,7.73,0.33,0.92,0.77,0,0,0,0,0,0,0,0,2.99,0.34,0.07,0.29,2024-04-04T19:13:21.832729Z
ecard1-113,Houndour,Expedition Base Set,Common,113,165,0,0,0,0,6.32,5.0,5.66,9.96,0,0,0,0,0,0,0,0,4.99,1.77,0.75,1.76,2024-04-04T19:13:21.832729Z
bw7-124,Tranquill,Boundaries Crossed,Uncommon,124,149,0,0,0,0,5.8,0.34,0.5,0.51,0,0,0,0,0,0,0,0,1.0,0.28,0.2,0.29,2024-04-04T19:13:21.832729Z
swsh2-121,Malamar V,Rebel Clash,Rare Holo V,121,192,7.48,1.0,0.68,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
xy5-130,Gardevoir Spirit Link,Primal Clash,Uncommon,130,160,0,0,0,0,3.61,0.21,0.36,0.33,0,0,0,0,0,0,0,0,5.0,0.22,0.05,0.17,2024-04-04T19:13:21.832729Z
smp-SM119,Exeggcute,SM Black Star Promos,Promo,SM119,248,3.01,1.22,1.74,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
gym1-131,Psychic Energy,Gym Heroes,,131,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
sm12-121,Crabrawler,Cosmic Eclipse,Common,121,236,0,0,0,0,1.24,0.02,0.25,0.17,0,0,0,0,0,0,0,0,1.0,0.12,0.02,0.07,2024-04-04T19:13:21.832729Z
sm1-118,Exp. Share,Sun & Moon,Uncommon,118,149,0,0,0,0,1.5,0.09,0.25,0.21,0,0,0,0,0,0,0,0,1.14,0.15,0.01,0.09,2024-04-04T19:13:21.832729Z
dp6-123,Swinub,Legends Awakened,Common,123,146,0,0,0,0,7.17,0.55,2.9,2.99,0,0,0,0,0,0,0,0,2.55,0.24,0.09,0.19,2024-04-04T19:13:21.832729Z
xy1-121,Muscle Band,XY,Uncommon,121,146,0,0,0,0,11.54,3.15,5.06,4.91,0,0,0,0,0,0,0,0,11.0,3.28,2.24,2.84,2024-04-04T19:13:21.832729Z
xy4-114,Gengar-EX,Phantom Forces,Rare Ultra,114,119,299.99,164.66,164.32,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
xyp-XY115,Shaymin,XY Black Star Promos,Promo,XY115,211,32.49,15.2,15.54,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
sm6-110,Lysandre ◇,Forbidden Light,Rare Prism Star,110,131,5.0,0.64,0.56,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
bw6-119,Ho-Oh-EX,Dragons Exalted,Rare Ultra,119,124,66.42,32.99,54.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
pl1-121,Rainbow Energy,Platinum,Uncommon,121,127,0,0,0,0,9.99,1.2,1.98,1.35,0,0,0,0,0,0,0,0,3.5,0.99,0.35,0.98,2024-04-04T19:13:21.832729Z
sm9-126,Persian,Team Up,Uncommon,126,181,0,0,0,0,2.0,0.21,0.34,0.28,0,0,0,0,0,0,0,0,1.45,0.2,0.04,0.15,2024-04-04T19:13:21.832729Z
pl3-119,Paras,Supreme Victors,Common,119,147,0,0,0,0,2.0,0.5,1.06,1.25,0,0,0,0,0,0,0,0,1.18,0.25,0.12,0.24,2024-04-04T19:13:21.832729Z
bw8-116,Braviary,Plasma Storm,Rare,116,135,0,0,0,0,1.99,0.35,1.0,1.0,0,0,0,0,0,0,0,0,1.0,0.49,0.32,0.4,2024-04-04T19:13:21.832729Z
xy8-116,Doduo,BREAKthrough,Common,116,162,0,0,0,0,1.95,0.11,0.33,0.24,0,0,0,0,0,0,0,0,2.1,0.14,0.05,0.13,2024-04-04T19:13:21.832729Z
bw7-125,Unfezant,Boundaries Crossed,Rare,125,149,0,0,0,0,2.27,0.64,0.98,0.8,0,0,0,0,0,0,0,0,5.85,0.49,0.38,0.43,2024-04-04T19:13:21.832729Z
sm2-121,Choice Band,Guardians Rising,Uncommon,121,145,0,0,0,0,2.5,0.12,0.34,0.3,0,0,0,0,0,0,0,0,5.0,0.2,0.05,0.15,2024-04-04T19:13:21.832729Z
gym2-125,Transparent Walls,Gym Challenge,Common,125,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
sm4-108,Silvally-GX,Crimson Invasion,Rare Ultra,108,111,9.99,2.72,2.51,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
swsh4-118,Metagross,Vivid Voltage,Rare,118,185,0,0,0,0,999.99,0.06,0.22,0.18,0,0,0,0,0,0,0,0,5.0,0.18,0.06,0.13,2024-04-04T19:13:21.832729Z
swsh2-122,Malamar VMAX,Rebel Clash,Rare Holo VMAX,122,192,99.99,1.96,1.46,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
swsh1-120,Sableye V,Sword & Shield,Rare Holo V,120,202,7.48,1.07,1.08,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
sm8-119,Alolan Persian,Lost Thunder,Rare,119,214,0,0,0,0,1.99,0.48,0.7,0.65,0,0,0,0,0,0,0,0,2.99,0.45,0.25,0.43,2024-04-04T19:13:21.832729Z
ecard1-114,Koffing,Expedition Base Set,Common,114,165,0,0,0,0,6.15,0.28,5.26,0.27,0,0,0,0,0,0,0,0,3.0,0.55,0.1,0.56,2024-04-04T19:13:21.832729Z
sm5-119,Cynthia,Ultra Prism,Uncommon,119,156,0,0,0,0,5.75,2.25,3.35,3.57,0,0,0,0,0,0,0,0,8.99,0.91,0.29,0.85,2024-04-04T19:13:21.832729Z
ecard2-95,Mr. Mime,Aquapolis,Common,95,147,0,0,0,0,14.87,4.6,8.39,6.22,0,0,0,0,0,0,0,0,4.49,2.33,1.27,2.36,2024-04-04T19:13:21.832729Z
xy3-111,Korrina,Furious Fists,Rare Ultra,111,111,44.6,24.07,30.74,16.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
g1-RC32,Sylveon-EX,Generations,Rare Ultra,RC32,83,77.0,27.03,30.27,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
xy10-114,Double Colorless Energy,Fates Collide,Uncommon,114,124,0,0,0,0,3.95,0.39,0.93,0.89,0,0,0,0,0,0,0,0,2.99,0.42,0.01,0.4,2024-04-04T19:13:21.832729Z
dp3-130,Metal Energy,Secret Wonders,Uncommon,130,132,0,0,0,0,2.74,0.68,0.95,0.78,0,0,0,0,0,0,0,0,3.0,0.5,0.28,0.66,2024-04-04T19:13:21.832729Z
sm11-116,Riolu,Unified Minds,Common,116,236,0,0,0,0,4.99,0.1,0.3,0.27,0,0,0,0,0,0,0,0,4.99,0.18,0.06,0.15,2024-04-04T19:13:21.832729Z
sm3-115a,Guzma,Burning Shadows,Uncommon,115a,147,,,,,,,,,,,,,,,,,,,,,2024-04-04T19:13:21.832729Z
xy9-111,Scizor Spirit Link,BREAKpoint,Uncommon,111,122,0,0,0,0,1.95,0.17,0.38,0.38,0,0,0,0,0,0,0,0,1.27,0.16,0.02,0.11,2024-04-04T19:13:21.832729Z
ex10-E,Unown,Unseen Forces,Rare,E,115,21.25,18.45,16.99,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
base4-122,Potion,Base Set 2,Common,122,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.2,0.01,0.21,2024-04-04T19:13:21.832729Z
sm7-119,Exploud,Celestial Storm,Rare,119,168,0,0,0,0,1.04,0.2,0.44,0.35,0,0,0,0,0,0,0,0,1.31,0.3,0.06,0.27,2024-04-04T19:13:21.832729Z
dp1-121,Infernape LV.X,Diamond & Pearl,Rare Holo LV.X,121,130,54.99,27.86,47.26,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
dp2-115,Team Galactic's Wager,Mysterious Treasures,Uncommon,115,123,0,0,0,0,5.0,1.0,2.35,2.37,0,0,0,0,0,0,0,0,4.24,0.4,0.1,0.5,2024-04-04T19:13:21.832729Z
swsh3-113,Thievul,Darkness Ablaze,Rare,113,189,0,0,0,0,4.98,0.14,0.3,0.27,0,0,0,0,0,0,0,0,4.98,0.18,0.04,0.1,2024-04-04T19:13:21.832729Z
sm10-115,Krokorok,Unbroken Bonds,Uncommon,115,214,0,0,0,0,1.35,0.1,0.26,0.23,0,0,0,0,0,0,0,0,1.31,0.2,0.03,0.08,2024-04-04T19:13:21.832729Z
ecard3-84,Pikachu,Skyridge,Common,84,144,0,0,0,0,189.98,180.0,184.99,149.5,0,0,0,0,0,0,0,0,60.0,56.0,29.72,53.99,2024-04-04T19:13:21.832729Z
bw11-RC12,Stunfisk,Legendary Treasures,Uncommon,RC12,113,6.99,0.55,0.51,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
xy5-131,Groudon Spirit Link,Primal Clash,Uncommon,131,160,0,0,0,0,3.97,0.1,0.45,0.41,0,0,0,0,0,0,0,0,5.0,0.23,0.07,0.2,2024-04-04T19:13:21.832729Z
sm1-119,Great Ball,Sun & Moon,Uncommon,119,149,0,0,0,0,1.33,0.06,0.23,0.18,0,0,0,0,0,0,0,0,5.0,0.15,0.01,0.08,2024-04-04T19:13:21.832729Z
gym1-132,Water Energy,Gym Heroes,,132,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
xy4-115,Malamar-EX,Phantom Forces,Rare Ultra,115,119,9.49,4.52,4.44,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
sm12-122,Crabominable,Cosmic Eclipse,Rare,122,236,0,0,0,0,1.12,0.14,0.3,0.24,0,0,0,0,0,0,0,0,1.08,0.25,0.05,0.15,2024-04-04T19:13:21.832729Z
dp6-124,Taillow,Legends Awakened,Common,124,146,0,0,0,0,4.3,0.25,1.5,0.26,0,0,0,0,0,0,0,0,0.99,0.25,0.1,0.22,2024-04-04T19:13:21.832729Z
smp-SM120,Rockruff,SM Black Star Promos,Promo,SM120,248,2.84,1.4,1.46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
sm4-109,Gladion,Crimson Invasion,Rare Ultra,109,111,15.47,11.82,12.06,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
sm10-116,Krookodile,Unbroken Bonds,Rare,116,214,0,0,0,0,2.0,0.25,0.44,0.41,0,0,0,0,0,0,0,0,1.3,0.29,0.16,0.25,2024-04-04T19:13:21.832729Z
gym2-126,Warp Point,Gym Challenge,Common,126,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
sm12-123,Rockruff,Cosmic Eclipse,Common,123,236,0,0,0,0,1.49,0.19,0.3,0.26,0,0,0,0,0,0,0,0,1.04,0.15,0.03,0.13,2024-04-04T19:13:21.832729Z
bw7-126,Audino,Boundaries Crossed,Rare,126,149,0,0,0,0,3.0,0.71,0.91,0.86,0,0,0,0,0,0,0,0,1.88,0.56,0.28,0.54,2024-04-04T19:13:21.832729Z
xy9-112,Tierno,BREAKpoint,Uncommon,112,122,0,0,0,0,3.46,0.15,0.32,0.23,0,0,0,0,0,0,0,0,1.24,0.11,0.01,0.06,2024-04-04T19:13:21.832729Z
swsh3-114,Grimmsnarl V,Darkness Ablaze,Rare Holo V,114,189,9.95,0.85,0.58,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
pl1-122,Dialga G LV.X,Platinum,Rare Holo LV.X,122,127,99.99,19.05,21.02,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
xy10-115,Strong Energy,Fates Collide,Uncommon,115,124,0,0,0,0,4.94,0.31,0.97,0.97,0,0,0,0,0,0,0,0,3.0,0.49,0.2,0.42,2024-04-04T19:13:21.832729Z
xy3-112,M Heracross-EX,Furious Fists,Rare Secret,112,111,29.99,10.1,16.24,7.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
dp1-122,Torterra LV.X,Diamond & Pearl,Rare Holo LV.X,122,130,87.59,33.64,44.45,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
sm7-120,Skitty,Celestial Storm,Common,120,168,0,0,0,0,1.43,0.21,0.36,0.29,0,0,0,0,0,0,0,0,2.0,0.2,0.01,0.15,2024-04-04T19:13:21.832729Z
sm8-120,Umbreon,Lost Thunder,Rare,120,214,0,0,0,0,10.0,4.01,6.02,8.15,0,0,0,0,0,0,0,0,19.99,4.02,2.0,4.02,2024-04-04T19:13:21.832729Z
dp2-116,Armor Fossil,Mysterious Treasures,Common,116,123,0,0,0,0,2.99,0.36,0.78,0.99,0,0,0,0,0,0,0,0,1.99,0.25,0.02,0.26,2024-04-04T19:13:21.832729Z
swsh2-123,Impidimp,Rebel Clash,Common,123,192,0,0,0,0,4.98,0.06,0.2,0.17,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.03,2024-04-04T19:13:21.832729Z
ecard1-115,Krabby,Expedition Base Set,Common,115,165,0,0,0,0,12.0,4.41,6.85,7.73,0,0,0,0,0,0,0,0,3.31,0.82,0.45,0.67,2024-04-04T19:13:21.832729Z
xy8-117,Dodrio,BREAKthrough,Rare,117,162,0,0,0,0,4.21,0.25,0.5,0.39,0,0,0,0,0,0,0,0,1.31,0.29,0.15,0.28,2024-04-04T19:13:21.832729Z
swsh1-121,Skorupi,Sword & Shield,Common,121,202,0,0,0,0,4.97,0.09,0.25,0.21,0,0,0,0,0,0,0,0,4.97,0.1,0.01,0.04,2024-04-04T19:13:21.832729Z
base4-123,Switch,Base Set 2,Common,123,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.25,0.01,0.25,2024-04-04T19:13:21.832729Z
xy4-116,Florges-EX,Phantom Forces,Rare Ultra,116,119,9.0,5.73,5.54,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
xyp-XY116,Arceus,XY Black Star Promos,Promo,XY116,211,33.0,11.17,10.55,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
sm2-121a,Choice Band,Guardians Rising,Uncommon,121a,145,,,,,,,,,,,,,,,,,,,,,2024-04-04T19:13:21.832729Z
xy5-132,Kyogre Spirit Link,Primal Clash,Uncommon,132,160,0,0,0,0,3.55,0.11,0.49,0.49,0,0,0,0,0,0,0,0,3.0,0.25,0.09,0.25,2024-04-04T19:13:21.832729Z
sm9-127,Farfetch'd,Team Up,Uncommon,127,181,0,0,0,0,1.31,0.32,0.45,0.43,0,0,0,0,0,0,0,0,1.68,0.25,0.09,0.25,2024-04-04T19:13:21.832729Z
swsh4-119,Jirachi,Vivid Voltage,Amazing Rare,119,185,39.95,1.41,1.22,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
dp3-131,Gardevoir LV.X,Secret Wonders,Rare Holo LV.X,131,132,88.11,43.19,49.83,40.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
sm5-119a,Cynthia,Ultra Prism,Uncommon,119a,156,,,,,,,,,,,,,,,,,,,,,2024-04-04T19:13:21.832729Z
bw8-117,Bicycle,Plasma Storm,Uncommon,117,135,0,0,0,0,8.99,6.5,7.77,4.48,0,0,0,0,0,0,0,0,5.99,3.4,0.89,4.08,2024-04-04T19:13:21.832729Z
sm3-116,Kiawe,Burning Shadows,Uncommon,116,147,0,0,0,0,3.99,0.2,0.34,0.29,0,0,0,0,0,0,0,0,2.51,0.21,0.06,0.14,2024-04-04T19:13:21.832729Z
xy1-122,Professor Sycamore,XY,Uncommon,122,146,0,0,0,0,4.5,0.2,0.67,0.67,0,0,0,0,0,0,0,0,1.5,0.25,0.06,0.23,2024-04-04T19:13:21.832729Z
dp6-125,Tentacool,Legends Awakened,Common,125,146,0,0,0,0,2.99,0.99,2.19,2.29,0,0,0,0,0,0,0,0,2.71,0.26,0.12,0.26,2024-04-04T19:13:21.832729Z
sm1-120,Hau,Sun & Moon,Uncommon,120,149,0,0,0,0,1.5,0.1,0.25,0.18,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.06,2024-04-04T19:13:21.832729Z
bw6-120,Mew-EX,Dragons Exalted,Rare Ultra,120,124,112.94,99.53,102.67,96.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
sm11-117,Lucario,Unified Minds,Rare,117,236,0,0,0,0,4.99,0.3,0.57,0.56,0,0,0,0,0,0,0,0,4.99,0.35,0.23,0.33,2024-04-04T19:13:21.832729Z
